,ICAO Code_origin,ICAO Code_destination,Origin,Destination,Line,Total_flights_AC_1,Total_flights_AC_2,Total_flights_AC_3,Total_pax,OD_pair
422,LEMD,EETN,POINT (-3.5626 40.4719),POINT (24.8165 59.4144),"LINESTRING (-3.5626 40.4719, 24.8165 59.4144)",1.0,-0.0,-0.0,23.0,EETN_LEMD
423,LEMD,LKPR,POINT (-3.5626 40.4719),POINT (14.2632 50.1018),"LINESTRING (-3.5626 40.4719, 14.2632 50.1018)",1.0,-0.0,-0.0,56.0,LEMD_LKPR
424,LEMD,FACT,POINT (-3.5626 40.4719),POINT (18.6021 -33.9715),"LINESTRING (-3.5626 40.4719, 18.6021 -33.9715)",0.0,0.0,0.0,0.0,FACT_LEMD
425,LEMD,ESSA,POINT (-3.5626 40.4719),POINT (17.9186 59.6519),"LINESTRING (-3.5626 40.4719, 17.9186 59.6519)",1.0,-0.0,-0.0,56.0,ESSA_LEMD
426,LEMD,EGPH,POINT (-3.5626 40.4719),POINT (-3.3725 55.95),"LINESTRING (-3.5626 40.4719, -3.3725 55.95)",1.0,-0.0,-0.0,36.0,EGPH_LEMD
427,LEMD,LFQQ,POINT (-3.5626 40.4719),POINT (3.1025 50.5669),"LINESTRING (-3.5626 40.4719, 3.1025 50.5669)",1.0,-0.0,-0.0,56.0,LEMD_LFQQ
428,LEMD,LPPT,POINT (-3.5626 40.4719),POINT (-9.135899999999999 38.7813),"LINESTRING (-3.5626 40.4719, -9.135899999999999 38.7813)",-0.0,1.0,-0.0,105.0,LEMD_LPPT
429,ZSPD,LIRF,POINT (121.8083 31.1443),POINT (12.239712 41.77354),"LINESTRING (121.8083 31.1443, 12.239712 41.77354)",0.0,0.0,1.0,112.0,LIRF_ZSPD
430,ZSPD,EDDT,POINT (121.8083 31.1443),POINT (13.2877 52.5597),"LINESTRING (121.8083 31.1443, 13.2877 52.5597)",0.0,0.0,1.0,120.0,EDDT_ZSPD
431,ZSPD,RJAA,POINT (121.8083 31.1443),POINT (140.3843 35.7702),"LINESTRING (121.8083 31.1443, 140.3843 35.7702)",3.0,0.0,1.0,424.0,RJAA_ZSPD
432,ZSPD,EDDM,POINT (121.8083 31.1443),POINT (11.7861 48.3538),"LINESTRING (121.8083 31.1443, 11.7861 48.3538)",0.0,0.0,0.0,-0.0,EDDM_ZSPD
433,ZSPD,LFPG,POINT (121.8083 31.1443),POINT (2.55 49.0128),"LINESTRING (121.8083 31.1443, 2.55 49.0128)",0.0,0.0,1.0,194.0,LFPG_ZSPD
434,ZSPD,SAEZ,POINT (121.8083 31.1443),POINT (-58.5373 -34.8165),"LINESTRING (121.8083 31.1443, -58.5373 -34.8165)",0.0,0.0,0.0,0.0,SAEZ_ZSPD
435,ZSPD,CYYZ,POINT (121.8083 31.1443),POINT (-79.61450000000001 43.6817),"LINESTRING (121.8083 31.1443, -79.61450000000001 43.6817)",0.0,0.0,0.0,0.0,CYYZ_ZSPD
436,ZSPD,MMMX,POINT (121.8083 31.1443),POINT (-99.0719 19.4361),"LINESTRING (121.8083 31.1443, -99.0719 19.4361)",0.0,0.0,0.0,0.0,MMMX_ZSPD
437,ZSPD,CYVR,POINT (121.8083 31.1443),POINT (-123.1788 49.1951),"LINESTRING (121.8083 31.1443, -123.1788 49.1951)",0.0,0.0,0.0,-0.0,CYVR_ZSPD
438,ZSPD,EDDF,POINT (121.8083 31.1443),POINT (8.570600000000001 50.0333),"LINESTRING (121.8083 31.1443, 8.570600000000001 50.0333)",0.0,0.0,0.0,-0.0,EDDF_ZSPD
439,ZSPD,KJFK,POINT (121.8083 31.1443),POINT (-73.77970000000001 40.6446),"LINESTRING (121.8083 31.1443, -73.77970000000001 40.6446)",0.0,0.0,1.0,212.0,KJFK_ZSPD
440,ZSPD,SBGL,POINT (121.8083 31.1443),POINT (-43.2566 -22.8053),"LINESTRING (121.8083 31.1443, -43.2566 -22.8053)",0.0,0.0,0.0,0.0,SBGL_ZSPD
441,ZSPD,LEMD,POINT (121.8083 31.1443),POINT (-3.5626 40.4719),"LINESTRING (121.8083 31.1443, -3.5626 40.4719)",0.0,0.0,1.0,126.0,LEMD_ZSPD
443,ZSPD,OMDB,POINT (121.8083 31.1443),POINT (55.3641 25.2566),"LINESTRING (121.8083 31.1443, 55.3641 25.2566)",0.0,0.0,1.0,98.0,OMDB_ZSPD
444,ZSPD,LTFM,POINT (121.8083 31.1443),POINT (28.7425 41.2593),"LINESTRING (121.8083 31.1443, 28.7425 41.2593)",0.0,0.0,1.0,160.0,LTFM_ZSPD
445,ZSPD,ZBAA,POINT (121.8083 31.1443),POINT (116.6031 40.0799),"LINESTRING (121.8083 31.1443, 116.6031 40.0799)",-0.0,1.0,1.0,376.0,ZBAA_ZSPD
446,ZSPD,VIDP,POINT (121.8083 31.1443),POINT (77.1006 28.5567),"LINESTRING (121.8083 31.1443, 77.1006 28.5567)",0.0,-0.0,1.0,252.0,VIDP_ZSPD
447,ZSPD,EFRO,POINT (121.8083 31.1443),POINT (25.8275 66.55800000000001),"LINESTRING (121.8083 31.1443, 25.8275 66.55800000000001)",0.0,0.0,0.0,0.0,EFRO_ZSPD
448,ZSPD,EHEH,POINT (121.8083 31.1443),POINT (5.3784 51.4505),"LINESTRING (121.8083 31.1443, 5.3784 51.4505)",0.0,0.0,0.0,0.0,EHEH_ZSPD
449,ZSPD,EFHK,POINT (121.8083 31.1443),POINT (24.9633 60.3172),"LINESTRING (121.8083 31.1443, 24.9633 60.3172)",0.0,0.0,-0.0,-0.0,EFHK_ZSPD
450,ZSPD,LDZA,POINT (121.8083 31.1443),POINT (16.0675 45.7407),"LINESTRING (121.8083 31.1443, 16.0675 45.7407)",0.0,0.0,0.0,0.0,LDZA_ZSPD
451,ZSPD,EBBR,POINT (121.8083 31.1443),POINT (4.4859 50.9002),"LINESTRING (121.8083 31.1443, 4.4859 50.9002)",0.0,0.0,-0.0,-0.0,EBBR_ZSPD
452,ZSPD,EIDW,POINT (121.8083 31.1443),POINT (-6.2701 53.4213),"LINESTRING (121.8083 31.1443, -6.2701 53.4213)",0.0,0.0,-0.0,-0.0,EIDW_ZSPD
453,ZSPD,LGAV,POINT (121.8083 31.1443),POINT (23.948 37.9362),"LINESTRING (121.8083 31.1443, 23.948 37.9362)",0.0,0.0,-0.0,-0.0,LGAV_ZSPD
454,ZSPD,BIKF,POINT (121.8083 31.1443),POINT (-21.9466 64.1318),"LINESTRING (121.8083 31.1443, -21.9466 64.1318)",0.0,0.0,0.0,0.0,BIKF_ZSPD
455,ZSPD,EETN,POINT (121.8083 31.1443),POINT (24.8165 59.4144),"LINESTRING (121.8083 31.1443, 24.8165 59.4144)",0.0,0.0,0.0,0.0,EETN_ZSPD
456,ZSPD,LKPR,POINT (121.8083 31.1443),POINT (14.2632 50.1018),"LINESTRING (121.8083 31.1443, 14.2632 50.1018)",0.0,0.0,0.0,0.0,LKPR_ZSPD
457,ZSPD,FACT,POINT (121.8083 31.1443),POINT (18.6021 -33.9715),"LINESTRING (121.8083 31.1443, 18.6021 -33.9715)",0.0,0.0,0.0,0.0,FACT_ZSPD
458,ZSPD,ESSA,POINT (121.8083 31.1443),POINT (17.9186 59.6519),"LINESTRING (121.8083 31.1443, 17.9186 59.6519)",0.0,0.0,-0.0,-0.0,ESSA_ZSPD
459,ZSPD,EGPH,POINT (121.8083 31.1443),POINT (-3.3725 55.95),"LINESTRING (121.8083 31.1443, -3.3725 55.95)",0.0,0.0,0.0,0.0,EGPH_ZSPD
460,ZSPD,LFQQ,POINT (121.8083 31.1443),POINT (3.1025 50.5669),"LINESTRING (121.8083 31.1443, 3.1025 50.5669)",0.0,0.0,0.0,0.0,LFQQ_ZSPD
461,ZSPD,LPPT,POINT (121.8083 31.1443),POINT (-9.135899999999999 38.7813),"LINESTRING (121.8083 31.1443, -9.135899999999999 38.7813)",0.0,0.0,-0.0,-0.0,LPPT_ZSPD
462,OMDB,LIRF,POINT (55.3641 25.2566),POINT (12.239712 41.77354),"LINESTRING (55.3641 25.2566, 12.239712 41.77354)",0.0,1.0,-0.0,53.0,LIRF_OMDB
463,OMDB,EDDT,POINT (55.3641 25.2566),POINT (13.2877 52.5597),"LINESTRING (55.3641 25.2566, 13.2877 52.5597)",0.0,1.0,-0.0,51.0,EDDT_OMDB
464,OMDB,RJAA,POINT (55.3641 25.2566),POINT (140.3843 35.7702),"LINESTRING (55.3641 25.2566, 140.3843 35.7702)",0.0,0.0,1.0,122.0,OMDB_RJAA
465,OMDB,EDDM,POINT (55.3641 25.2566),POINT (11.7861 48.3538),"LINESTRING (55.3641 25.2566, 11.7861 48.3538)",0.0,1.0,-0.0,51.0,EDDM_OMDB
466,OMDB,LFPG,POINT (55.3641 25.2566),POINT (2.55 49.0128),"LINESTRING (55.3641 25.2566, 2.55 49.0128)",0.0,1.0,-0.0,98.0,LFPG_OMDB
467,OMDB,SAEZ,POINT (55.3641 25.2566),POINT (-58.5373 -34.8165),"LINESTRING (55.3641 25.2566, -58.5373 -34.8165)",0.0,0.0,0.0,0.0,OMDB_SAEZ
468,OMDB,CYYZ,POINT (55.3641 25.2566),POINT (-79.61450000000001 43.6817),"LINESTRING (55.3641 25.2566, -79.61450000000001 43.6817)",0.0,0.0,0.0,0.0,CYYZ_OMDB
469,OMDB,MMMX,POINT (55.3641 25.2566),POINT (-99.0719 19.4361),"LINESTRING (55.3641 25.2566, -99.0719 19.4361)",0.0,0.0,0.0,0.0,MMMX_OMDB
470,OMDB,CYVR,POINT (55.3641 25.2566),POINT (-123.1788 49.1951),"LINESTRING (55.3641 25.2566, -123.1788 49.1951)",0.0,0.0,0.0,0.0,CYVR_OMDB
471,OMDB,EDDF,POINT (55.3641 25.2566),POINT (8.570600000000001 50.0333),"LINESTRING (55.3641 25.2566, 8.570600000000001 50.0333)",0.0,1.0,-0.0,44.0,EDDF_OMDB
472,OMDB,KJFK,POINT (55.3641 25.2566),POINT (-73.77970000000001 40.6446),"LINESTRING (55.3641 25.2566, -73.77970000000001 40.6446)",0.0,0.0,0.0,-0.0,KJFK_OMDB
473,OMDB,SBGL,POINT (55.3641 25.2566),POINT (-43.2566 -22.8053),"LINESTRING (55.3641 25.2566, -43.2566 -22.8053)",0.0,0.0,0.0,0.0,OMDB_SBGL
474,OMDB,LEMD,POINT (55.3641 25.2566),POINT (-3.5626 40.4719),"LINESTRING (55.3641 25.2566, -3.5626 40.4719)",0.0,1.0,-0.0,63.0,LEMD_OMDB
475,OMDB,ZSPD,POINT (55.3641 25.2566),POINT (121.8083 31.1443),"LINESTRING (55.3641 25.2566, 121.8083 31.1443)",0.0,0.0,1.0,107.0,OMDB_ZSPD
477,OMDB,LTFM,POINT (55.3641 25.2566),POINT (28.7425 41.2593),"LINESTRING (55.3641 25.2566, 28.7425 41.2593)",-0.0,1.0,-0.0,93.0,LTFM_OMDB
478,OMDB,ZBAA,POINT (55.3641 25.2566),POINT (116.6031 40.0799),"LINESTRING (55.3641 25.2566, 116.6031 40.0799)",0.0,1.0,-0.0,93.0,OMDB_ZBAA
479,OMDB,VIDP,POINT (55.3641 25.2566),POINT (77.1006 28.5567),"LINESTRING (55.3641 25.2566, 77.1006 28.5567)",-0.0,1.0,-0.0,120.0,OMDB_VIDP
480,OMDB,EFRO,POINT (55.3641 25.2566),POINT (25.8275 66.55800000000001),"LINESTRING (55.3641 25.2566, 25.8275 66.55800000000001)",0.0,0.0,0.0,0.0,EFRO_OMDB
481,OMDB,EHEH,POINT (55.3641 25.2566),POINT (5.3784 51.4505),"LINESTRING (55.3641 25.2566, 5.3784 51.4505)",0.0,0.0,0.0,0.0,EHEH_OMDB
482,OMDB,EFHK,POINT (55.3641 25.2566),POINT (24.9633 60.3172),"LINESTRING (55.3641 25.2566, 24.9633 60.3172)",0.0,-0.0,-0.0,-0.0,EFHK_OMDB
483,OMDB,LDZA,POINT (55.3641 25.2566),POINT (16.0675 45.7407),"LINESTRING (55.3641 25.2566, 16.0675 45.7407)",0.0,0.0,0.0,0.0,LDZA_OMDB
484,OMDB,EBBR,POINT (55.3641 25.2566),POINT (4.4859 50.9002),"LINESTRING (55.3641 25.2566, 4.4859 50.9002)",0.0,-0.0,-0.0,-0.0,EBBR_OMDB
485,OMDB,EIDW,POINT (55.3641 25.2566),POINT (-6.2701 53.4213),"LINESTRING (55.3641 25.2566, -6.2701 53.4213)",0.0,-0.0,-0.0,-0.0,EIDW_OMDB
486,OMDB,LGAV,POINT (55.3641 25.2566),POINT (23.948 37.9362),"LINESTRING (55.3641 25.2566, 23.948 37.9362)",1.0,-0.0,-0.0,47.0,LGAV_OMDB
487,OMDB,BIKF,POINT (55.3641 25.2566),POINT (-21.9466 64.1318),"LINESTRING (55.3641 25.2566, -21.9466 64.1318)",0.0,0.0,0.0,0.0,BIKF_OMDB
488,OMDB,EETN,POINT (55.3641 25.2566),POINT (24.8165 59.4144),"LINESTRING (55.3641 25.2566, 24.8165 59.4144)",0.0,0.0,0.0,0.0,EETN_OMDB
489,OMDB,LKPR,POINT (55.3641 25.2566),POINT (14.2632 50.1018),"LINESTRING (55.3641 25.2566, 14.2632 50.1018)",0.0,0.0,0.0,0.0,LKPR_OMDB
490,OMDB,FACT,POINT (55.3641 25.2566),POINT (18.6021 -33.9715),"LINESTRING (55.3641 25.2566, 18.6021 -33.9715)",0.0,0.0,0.0,0.0,FACT_OMDB
491,OMDB,ESSA,POINT (55.3641 25.2566),POINT (17.9186 59.6519),"LINESTRING (55.3641 25.2566, 17.9186 59.6519)",0.0,1.0,-0.0,49.0,ESSA_OMDB
492,OMDB,EGPH,POINT (55.3641 25.2566),POINT (-3.3725 55.95),"LINESTRING (55.3641 25.2566, -3.3725 55.95)",0.0,0.0,0.0,0.0,EGPH_OMDB
493,OMDB,LFQQ,POINT (55.3641 25.2566),POINT (3.1025 50.5669),"LINESTRING (55.3641 25.2566, 3.1025 50.5669)",0.0,0.0,0.0,0.0,LFQQ_OMDB
494,OMDB,LPPT,POINT (55.3641 25.2566),POINT (-9.135899999999999 38.7813),"LINESTRING (55.3641 25.2566, -9.135899999999999 38.7813)",0.0,0.0,0.0,0.0,LPPT_OMDB
495,LTFM,LIRF,POINT (28.7425 41.2593),POINT (12.239712 41.77354),"LINESTRING (28.7425 41.2593, 12.239712 41.77354)",0.0,1.0,-0.0,120.0,LIRF_LTFM
496,LTFM,EDDT,POINT (28.7425 41.2593),POINT (13.2877 52.5597),"LINESTRING (28.7425 41.2593, 13.2877 52.5597)",-0.0,1.0,-0.0,120.0,EDDT_LTFM
497,LTFM,RJAA,POINT (28.7425 41.2593),POINT (140.3843 35.7702),"LINESTRING (28.7425 41.2593, 140.3843 35.7702)",0.0,0.0,1.0,224.0,LTFM_RJAA
498,LTFM,EDDM,POINT (28.7425 41.2593),POINT (11.7861 48.3538),"LINESTRING (28.7425 41.2593, 11.7861 48.3538)",-0.0,1.0,-0.0,120.0,EDDM_LTFM
499,LTFM,LFPG,POINT (28.7425 41.2593),POINT (2.55 49.0128),"LINESTRING (28.7425 41.2593, 2.55 49.0128)",-0.0,2.0,-0.0,231.0,LFPG_LTFM
500,LTFM,SAEZ,POINT (28.7425 41.2593),POINT (-58.5373 -34.8165),"LINESTRING (28.7425 41.2593, -58.5373 -34.8165)",0.0,0.0,0.0,0.0,LTFM_SAEZ
501,LTFM,CYYZ,POINT (28.7425 41.2593),POINT (-79.61450000000001 43.6817),"LINESTRING (28.7425 41.2593, -79.61450000000001 43.6817)",0.0,0.0,0.0,0.0,CYYZ_LTFM
502,LTFM,MMMX,POINT (28.7425 41.2593),POINT (-99.0719 19.4361),"LINESTRING (28.7425 41.2593, -99.0719 19.4361)",0.0,0.0,1.0,140.0,LTFM_MMMX
503,LTFM,CYVR,POINT (28.7425 41.2593),POINT (-123.1788 49.1951),"LINESTRING (28.7425 41.2593, -123.1788 49.1951)",0.0,0.0,0.0,0.0,CYVR_LTFM
504,LTFM,EDDF,POINT (28.7425 41.2593),POINT (8.570600000000001 50.0333),"LINESTRING (28.7425 41.2593, 8.570600000000001 50.0333)",-0.0,1.0,-0.0,98.0,EDDF_LTFM
505,LTFM,KJFK,POINT (28.7425 41.2593),POINT (-73.77970000000001 40.6446),"LINESTRING (28.7425 41.2593, -73.77970000000001 40.6446)",0.0,0.0,1.0,200.0,KJFK_LTFM
506,LTFM,SBGL,POINT (28.7425 41.2593),POINT (-43.2566 -22.8053),"LINESTRING (28.7425 41.2593, -43.2566 -22.8053)",0.0,0.0,1.0,116.0,LTFM_SBGL
507,LTFM,LEMD,POINT (28.7425 41.2593),POINT (-3.5626 40.4719),"LINESTRING (28.7425 41.2593, -3.5626 40.4719)",-0.0,1.0,-0.0,120.0,LEMD_LTFM
508,LTFM,ZSPD,POINT (28.7425 41.2593),POINT (121.8083 31.1443),"LINESTRING (28.7425 41.2593, 121.8083 31.1443)",0.0,0.0,1.0,181.0,LTFM_ZSPD
509,LTFM,OMDB,POINT (28.7425 41.2593),POINT (55.3641 25.2566),"LINESTRING (28.7425 41.2593, 55.3641 25.2566)",-0.0,1.0,-0.0,104.0,LTFM_OMDB
511,LTFM,ZBAA,POINT (28.7425 41.2593),POINT (116.6031 40.0799),"LINESTRING (28.7425 41.2593, 116.6031 40.0799)",0.0,0.0,1.0,145.0,LTFM_ZBAA
512,LTFM,VIDP,POINT (28.7425 41.2593),POINT (77.1006 28.5567),"LINESTRING (28.7425 41.2593, 77.1006 28.5567)",0.0,2.0,0.0,214.0,LTFM_VIDP
513,LTFM,EFRO,POINT (28.7425 41.2593),POINT (25.8275 66.55800000000001),"LINESTRING (28.7425 41.2593, 25.8275 66.55800000000001)",0.0,0.0,0.0,0.0,EFRO_LTFM
514,LTFM,EHEH,POINT (28.7425 41.2593),POINT (5.3784 51.4505),"LINESTRING (28.7425 41.2593, 5.3784 51.4505)",1.0,-0.0,-0.0,33.0,EHEH_LTFM
515,LTFM,EFHK,POINT (28.7425 41.2593),POINT (24.9633 60.3172),"LINESTRING (28.7425 41.2593, 24.9633 60.3172)",1.0,-0.0,-0.0,56.0,EFHK_LTFM
516,LTFM,LDZA,POINT (28.7425 41.2593),POINT (16.0675 45.7407),"LINESTRING (28.7425 41.2593, 16.0675 45.7407)",1.0,-0.0,-0.0,56.0,LDZA_LTFM
517,LTFM,EBBR,POINT (28.7425 41.2593),POINT (4.4859 50.9002),"LINESTRING (28.7425 41.2593, 4.4859 50.9002)",-0.0,1.0,-0.0,93.0,EBBR_LTFM
518,LTFM,EIDW,POINT (28.7425 41.2593),POINT (-6.2701 53.4213),"LINESTRING (28.7425 41.2593, -6.2701 53.4213)",-0.0,1.0,-0.0,82.0,EIDW_LTFM
519,LTFM,LGAV,POINT (28.7425 41.2593),POINT (23.948 37.9362),"LINESTRING (28.7425 41.2593, 23.948 37.9362)",1.0,1.0,-0.0,134.0,LGAV_LTFM
520,LTFM,BIKF,POINT (28.7425 41.2593),POINT (-21.9466 64.1318),"LINESTRING (28.7425 41.2593, -21.9466 64.1318)",0.0,0.0,0.0,0.0,BIKF_LTFM
521,LTFM,EETN,POINT (28.7425 41.2593),POINT (24.8165 59.4144),"LINESTRING (28.7425 41.2593, 24.8165 59.4144)",1.0,-0.0,-0.0,39.0,EETN_LTFM
522,LTFM,LKPR,POINT (28.7425 41.2593),POINT (14.2632 50.1018),"LINESTRING (28.7425 41.2593, 14.2632 50.1018)",-0.0,1.0,-0.0,80.0,LKPR_LTFM
523,LTFM,FACT,POINT (28.7425 41.2593),POINT (18.6021 -33.9715),"LINESTRING (28.7425 41.2593, 18.6021 -33.9715)",0.0,0.0,0.0,0.0,FACT_LTFM
524,LTFM,ESSA,POINT (28.7425 41.2593),POINT (17.9186 59.6519),"LINESTRING (28.7425 41.2593, 17.9186 59.6519)",-0.0,1.0,-0.0,96.0,ESSA_LTFM
525,LTFM,EGPH,POINT (28.7425 41.2593),POINT (-3.3725 55.95),"LINESTRING (28.7425 41.2593, -3.3725 55.95)",1.0,-0.0,-0.0,37.0,EGPH_LTFM
526,LTFM,LFQQ,POINT (28.7425 41.2593),POINT (3.1025 50.5669),"LINESTRING (28.7425 41.2593, 3.1025 50.5669)",1.0,-0.0,-0.0,56.0,LFQQ_LTFM
527,LTFM,LPPT,POINT (28.7425 41.2593),POINT (-9.135899999999999 38.7813),"LINESTRING (28.7425 41.2593, -9.135899999999999 38.7813)",-0.0,1.0,-0.0,81.0,LPPT_LTFM
528,ZBAA,LIRF,POINT (116.6031 40.0799),POINT (12.239712 41.77354),"LINESTRING (116.6031 40.0799, 12.239712 41.77354)",0.0,0.0,1.0,99.0,LIRF_ZBAA
529,ZBAA,EDDT,POINT (116.6031 40.0799),POINT (13.2877 52.5597),"LINESTRING (116.6031 40.0799, 13.2877 52.5597)",0.0,0.0,1.0,113.0,EDDT_ZBAA
530,ZBAA,RJAA,POINT (116.6031 40.0799),POINT (140.3843 35.7702),"LINESTRING (116.6031 40.0799, 140.3843 35.7702)",1.0,1.0,1.0,396.0,RJAA_ZBAA
531,ZBAA,EDDM,POINT (116.6031 40.0799),POINT (11.7861 48.3538),"LINESTRING (116.6031 40.0799, 11.7861 48.3538)",0.0,0.0,1.0,90.0,EDDM_ZBAA
532,ZBAA,LFPG,POINT (116.6031 40.0799),POINT (2.55 49.0128),"LINESTRING (116.6031 40.0799, 2.55 49.0128)",0.0,0.0,1.0,198.0,LFPG_ZBAA
533,ZBAA,SAEZ,POINT (116.6031 40.0799),POINT (-58.5373 -34.8165),"LINESTRING (116.6031 40.0799, -58.5373 -34.8165)",0.0,0.0,0.0,0.0,SAEZ_ZBAA
534,ZBAA,CYYZ,POINT (116.6031 40.0799),POINT (-79.61450000000001 43.6817),"LINESTRING (116.6031 40.0799, -79.61450000000001 43.6817)",0.0,0.0,0.0,0.0,CYYZ_ZBAA
535,ZBAA,MMMX,POINT (116.6031 40.0799),POINT (-99.0719 19.4361),"LINESTRING (116.6031 40.0799, -99.0719 19.4361)",0.0,0.0,0.0,0.0,MMMX_ZBAA
536,ZBAA,CYVR,POINT (116.6031 40.0799),POINT (-123.1788 49.1951),"LINESTRING (116.6031 40.0799, -123.1788 49.1951)",0.0,0.0,0.0,-0.0,CYVR_ZBAA
537,ZBAA,EDDF,POINT (116.6031 40.0799),POINT (8.570600000000001 50.0333),"LINESTRING (116.6031 40.0799, 8.570600000000001 50.0333)",0.0,0.0,0.0,-0.0,EDDF_ZBAA
538,ZBAA,KJFK,POINT (116.6031 40.0799),POINT (-73.77970000000001 40.6446),"LINESTRING (116.6031 40.0799, -73.77970000000001 40.6446)",0.0,0.0,1.0,205.0,KJFK_ZBAA
539,ZBAA,SBGL,POINT (116.6031 40.0799),POINT (-43.2566 -22.8053),"LINESTRING (116.6031 40.0799, -43.2566 -22.8053)",0.0,0.0,0.0,0.0,SBGL_ZBAA
540,ZBAA,LEMD,POINT (116.6031 40.0799),POINT (-3.5626 40.4719),"LINESTRING (116.6031 40.0799, -3.5626 40.4719)",0.0,0.0,1.0,114.0,LEMD_ZBAA
541,ZBAA,ZSPD,POINT (116.6031 40.0799),POINT (121.8083 31.1443),"LINESTRING (116.6031 40.0799, 121.8083 31.1443)",-0.0,1.0,1.0,346.0,ZBAA_ZSPD
542,ZBAA,OMDB,POINT (116.6031 40.0799),POINT (55.3641 25.2566),"LINESTRING (116.6031 40.0799, 55.3641 25.2566)",0.0,1.0,-0.0,104.0,OMDB_ZBAA
543,ZBAA,LTFM,POINT (116.6031 40.0799),POINT (28.7425 41.2593),"LINESTRING (116.6031 40.0799, 28.7425 41.2593)",0.0,0.0,1.0,167.0,LTFM_ZBAA
545,ZBAA,VIDP,POINT (116.6031 40.0799),POINT (77.1006 28.5567),"LINESTRING (116.6031 40.0799, 77.1006 28.5567)",0.0,0.0,1.0,256.0,VIDP_ZBAA
546,ZBAA,EFRO,POINT (116.6031 40.0799),POINT (25.8275 66.55800000000001),"LINESTRING (116.6031 40.0799, 25.8275 66.55800000000001)",0.0,0.0,0.0,0.0,EFRO_ZBAA
547,ZBAA,EHEH,POINT (116.6031 40.0799),POINT (5.3784 51.4505),"LINESTRING (116.6031 40.0799, 5.3784 51.4505)",0.0,0.0,0.0,0.0,EHEH_ZBAA
548,ZBAA,EFHK,POINT (116.6031 40.0799),POINT (24.9633 60.3172),"LINESTRING (116.6031 40.0799, 24.9633 60.3172)",0.0,0.0,0.0,0.0,EFHK_ZBAA
549,ZBAA,LDZA,POINT (116.6031 40.0799),POINT (16.0675 45.7407),"LINESTRING (116.6031 40.0799, 16.0675 45.7407)",0.0,0.0,0.0,0.0,LDZA_ZBAA
550,ZBAA,EBBR,POINT (116.6031 40.0799),POINT (4.4859 50.9002),"LINESTRING (116.6031 40.0799, 4.4859 50.9002)",0.0,0.0,-0.0,-0.0,EBBR_ZBAA
551,ZBAA,EIDW,POINT (116.6031 40.0799),POINT (-6.2701 53.4213),"LINESTRING (116.6031 40.0799, -6.2701 53.4213)",0.0,0.0,-0.0,-0.0,EIDW_ZBAA
552,ZBAA,LGAV,POINT (116.6031 40.0799),POINT (23.948 37.9362),"LINESTRING (116.6031 40.0799, 23.948 37.9362)",0.0,0.0,-0.0,-0.0,LGAV_ZBAA
553,ZBAA,BIKF,POINT (116.6031 40.0799),POINT (-21.9466 64.1318),"LINESTRING (116.6031 40.0799, -21.9466 64.1318)",0.0,0.0,0.0,0.0,BIKF_ZBAA
554,ZBAA,EETN,POINT (116.6031 40.0799),POINT (24.8165 59.4144),"LINESTRING (116.6031 40.0799, 24.8165 59.4144)",0.0,0.0,0.0,0.0,EETN_ZBAA
555,ZBAA,LKPR,POINT (116.6031 40.0799),POINT (14.2632 50.1018),"LINESTRING (116.6031 40.0799, 14.2632 50.1018)",0.0,0.0,0.0,0.0,LKPR_ZBAA
556,ZBAA,FACT,POINT (116.6031 40.0799),POINT (18.6021 -33.9715),"LINESTRING (116.6031 40.0799, 18.6021 -33.9715)",0.0,0.0,0.0,0.0,FACT_ZBAA
557,ZBAA,ESSA,POINT (116.6031 40.0799),POINT (17.9186 59.6519),"LINESTRING (116.6031 40.0799, 17.9186 59.6519)",0.0,0.0,-0.0,-0.0,ESSA_ZBAA
558,ZBAA,EGPH,POINT (116.6031 40.0799),POINT (-3.3725 55.95),"LINESTRING (116.6031 40.0799, -3.3725 55.95)",0.0,0.0,0.0,0.0,EGPH_ZBAA
559,ZBAA,LFQQ,POINT (116.6031 40.0799),POINT (3.1025 50.5669),"LINESTRING (116.6031 40.0799, 3.1025 50.5669)",0.0,0.0,0.0,0.0,LFQQ_ZBAA
560,ZBAA,LPPT,POINT (116.6031 40.0799),POINT (-9.135899999999999 38.7813),"LINESTRING (116.6031 40.0799, -9.135899999999999 38.7813)",0.0,0.0,0.0,0.0,LPPT_ZBAA
561,VIDP,LIRF,POINT (77.1006 28.5567),POINT (12.239712 41.77354),"LINESTRING (77.1006 28.5567, 12.239712 41.77354)",0.0,1.0,-0.0,120.0,LIRF_VIDP
562,VIDP,EDDT,POINT (77.1006 28.5567),POINT (13.2877 52.5597),"LINESTRING (77.1006 28.5567, 13.2877 52.5597)",0.0,1.0,-0.0,120.0,EDDT_VIDP
563,VIDP,RJAA,POINT (77.1006 28.5567),POINT (140.3843 35.7702),"LINESTRING (77.1006 28.5567, 140.3843 35.7702)",0.0,3.0,0.0,326.0,RJAA_VIDP
564,VIDP,EDDM,POINT (77.1006 28.5567),POINT (11.7861 48.3538),"LINESTRING (77.1006 28.5567, 11.7861 48.3538)",0.0,1.0,-0.0,106.0,EDDM_VIDP
565,VIDP,LFPG,POINT (77.1006 28.5567),POINT (2.55 49.0128),"LINESTRING (77.1006 28.5567, 2.55 49.0128)",0.0,0.0,1.0,202.0,LFPG_VIDP
